Datetime,Global_active_power_kW,Global_reactive_power_kW,Voltage_V,Global_intensity_A,Sub_metering_1_Wh,Sub_metering_2_Wh,Sub_metering_3_Wh,Energy_kWh,Temperature_C,Humidity_pct,Apparent_Temp_C,Occupancy_Ratio,Occupied_Flag,Zone_Activity_Level,Hour,DayOfWeek,DayName,Month,Year,IsWeekend,Occupancy_Level,Occupancy_Score
2025-08-21 14:00:00,2.217,0.122,243.32,9.11,0.0,0.0,55.0,2.217,33.8,42.8,37.2,0.66,1.0,High,14,3,Thursday,8,2025.0,0,Medium,0.5
2025-08-21 15:00:00,1.895,0.105,243.45,7.78,0.0,0.0,55.0,1.895,32.5,50.3,36.6,0.63,1.0,High,15,3,Thursday,8,2025.0,0,Medium,0.5
2025-08-21 16:00:00,2.384,0.265,242.9,9.81,0.0,0.0,55.0,2.384,32.8,50.4,37.0,0.76,1.0,High,16,3,Thursday,8,2025.0,0,Medium,0.5
2025-08-21 17:00:00,2.805,0.21,241.93,11.59,0.0,0.0,55.0,2.805,31.8,39.1,33.8,0.76,1.0,High,17,3,Thursday,8,2025.0,0,Medium,0.5
2025-08-21 18:00:00,3.64,0.751,239.1,15.22,24.5,0.0,55.0,3.64,34.7,46.8,39.2,0.74,1.0,High,18,3,Thursday,8,2025.0,0,High,0.85
2025-08-21 19:00:00,3.645,0.306,240.58,15.15,9.3,0.0,55.0,3.645,30.9,51.8,34.5,0.25,0.0,Moderate,19,3,Thursday,8,2025.0,0,High,0.85
2025-08-21 20:00:00,3.875,0.237,238.55,16.25,10.4,0.0,55.0,3.875,28.1,51.5,30.5,0.23,0.0,Moderate,20,3,Thursday,8,2025.0,0,High,0.85
2025-08-21 21:00:00,3.661,0.435,237.62,15.41,4.1,0.0,55.0,3.661,29.6,52.5,32.8,0.24,0.0,Moderate,21,3,Thursday,8,2025.0,0,High,0.85
2025-08-21 22:00:00,2.655,0.22,238.21,11.15,0.0,0.0,55.0,2.655,25.3,47.5,26.3,0.23,0.0,Moderate,22,3,Thursday,8,2025.0,0,High,0.85
2025-08-21 23:00:00,5.773,0.349,246.59,23.41,0.0,0.0,55.0,5.773,26.2,49.6,27.8,0.23,0.0,Moderate,23,3,Thursday,8,2025.0,0,High,0.85
2025-08-22 00:00:00,0.591,0.105,238.93,2.47,0.0,0.0,55.0,0.591,21.9,62.0,23.3,0.12,0.0,Low,0,4,Friday,8,2025.0,0,Low,0.15
2025-08-22 01:00:00,2.952,0.427,242.8,12.16,0.0,0.0,55.0,2.952,22.1,56.7,23.1,0.12,0.0,Low,1,4,Friday,8,2025.0,0,High,0.85
2025-08-22 02:00:00,0.731,0.044,245.82,2.97,0.0,0.0,55.0,0.731,23.9,57.0,25.5,0.12,0.0,Low,2,4,Friday,8,2025.0,0,Low,0.15
2025-08-22 03:00:00,0.866,0.112,242.19,3.57,0.0,0.0,55.0,0.866,24.5,52.1,25.8,0.12,0.0,Low,3,4,Friday,8,2025.0,0,Low,0.15
2025-08-22 04:00:00,0.769,0.044,237.79,3.23,0.0,0.0,55.0,0.769,23.8,55.4,25.2,0.12,0.0,Low,4,4,Friday,8,2025.0,0,Low,0.15
2025-08-22 05:00:00,1.017,0.112,237.94,4.28,0.0,0.0,55.0,1.017,23.9,43.8,24.2,0.12,0.0,Low,5,4,Friday,8,2025.0,0,Low,0.15
2025-08-22 06:00:00,1.729,0.193,240.33,7.19,0.0,0.0,55.0,1.729,24.4,59.1,26.3,0.23,0.0,Moderate,6,4,Friday,8,2025.0,0,Medium,0.5
2025-08-22 07:00:00,2.365,0.449,246.32,9.6,0.0,11.4,55.0,2.365,23.7,64.5,25.9,0.31,1.0,Moderate,7,4,Friday,8,2025.0,0,High,0.85
2025-08-22 08:00:00,3.14,0.55,243.99,12.87,0.0,3.9,55.0,3.14,26.0,48.3,27.3,0.66,1.0,High,8,4,Friday,8,2025.0,0,High,0.85
2025-08-22 09:00:00,3.182,0.644,241.5,13.18,0.0,3.7,55.0,3.182,27.7,47.5,29.5,0.69,1.0,High,9,4,Friday,8,2025.0,0,High,0.85
2025-08-22 10:00:00,2.625,0.194,239.43,10.97,0.0,0.0,55.0,2.625,31.3,51.6,35.1,0.7,1.0,High,10,4,Friday,8,2025.0,0,Medium,0.5
2025-08-22 11:00:00,2.119,0.298,241.06,8.79,0.0,0.0,55.0,2.119,31.4,56.6,36.0,0.73,1.0,High,11,4,Friday,8,2025.0,0,Medium,0.5
2025-08-22 12:00:00,1.588,0.085,240.53,6.6,0.0,0.0,55.0,1.588,29.3,51.0,32.1,0.6,1.0,High,12,4,Friday,8,2025.0,0,Medium,0.5
2025-08-22 13:00:00,1.888,0.359,240.51,7.85,0.0,0.0,55.0,1.888,33.2,41.7,36.2,0.75,1.0,High,13,4,Friday,8,2025.0,0,Medium,0.5
2025-08-22 14:00:00,2.061,0.231,237.55,8.67,0.0,0.0,55.0,2.061,32.6,47.2,36.2,0.76,1.0,High,14,4,Friday,8,2025.0,0,Medium,0.5
2025-08-22 15:00:00,1.877,0.116,237.5,7.91,0.0,0.0,55.0,1.877,32.4,43.3,35.3,0.63,1.0,High,15,4,Friday,8,2025.0,0,Medium,0.5
2025-08-22 16:00:00,2.508,0.264,240.92,10.41,0.0,0.0,55.0,2.508,34.1,43.7,37.8,0.64,1.0,High,16,4,Friday,8,2025.0,0,Medium,0.5
2025-08-22 17:00:00,2.993,0.296,236.75,12.64,0.0,0.0,55.0,2.993,34.3,45.5,38.4,0.74,1.0,High,17,4,Friday,8,2025.0,0,High,0.85
2025-08-22 18:00:00,3.811,0.687,238.25,16.0,21.5,0.0,55.0,3.811,33.3,43.1,36.5,0.75,1.0,High,18,4,Friday,8,2025.0,0,High,0.85
2025-08-22 19:00:00,3.626,0.259,240.08,15.1,10.5,0.0,55.0,3.626,29.6,46.8,32.0,0.23,0.0,Moderate,19,4,Friday,8,2025.0,0,High,0.85
2025-08-22 20:00:00,3.824,0.552,240.93,15.87,19.3,0.0,55.0,3.824,29.2,51.4,32.1,0.29,0.0,Moderate,20,4,Friday,8,2025.0,0,High,0.85
2025-08-22 21:00:00,3.399,0.629,243.12,13.98,12.9,0.0,55.0,3.399,28.9,52.4,31.8,0.33,1.0,Moderate,21,4,Friday,8,2025.0,0,High,0.85
2025-08-22 22:00:00,2.939,0.516,236.49,12.43,0.0,0.0,55.0,2.939,28.6,44.4,30.3,0.25,0.0,Moderate,22,4,Friday,8,2025.0,0,High,0.85
2025-08-22 23:00:00,1.773,0.371,236.5,7.5,0.0,0.0,55.0,1.773,25.2,56.2,27.1,0.33,1.0,Moderate,23,4,Friday,8,2025.0,0,Medium,0.5
2025-08-23 00:00:00,4.668,0.234,243.66,19.16,0.0,0.0,55.0,4.668,24.6,52.8,26.0,0.14,0.0,Low,0,5,Saturday,8,2025.0,1,High,0.85
2025-08-23 01:00:00,0.944,0.104,244.69,3.86,0.0,0.0,55.0,0.944,22.4,60.1,23.8,0.14,0.0,Low,1,5,Saturday,8,2025.0,1,Low,0.15
2025-08-23 02:00:00,0.784,0.089,237.08,3.31,0.0,0.0,55.0,0.784,21.8,60.9,23.0,0.14,0.0,Low,2,5,Saturday,8,2025.0,1,Low,0.15
2025-08-23 03:00:00,0.974,0.054,237.63,4.1,0.0,0.0,55.0,0.974,24.6,52.0,25.9,0.14,0.0,Low,3,5,Saturday,8,2025.0,1,Low,0.15
2025-08-23 04:00:00,1.171,0.221,241.53,4.85,0.0,0.0,55.0,1.171,25.6,57.0,27.8,0.14,0.0,Low,4,5,Saturday,8,2025.0,1,Low,0.15
2025-08-23 05:00:00,1.256,0.21,240.14,5.23,0.0,0.0,55.0,1.256,24.0,51.1,25.0,0.14,0.0,Low,5,5,Saturday,8,2025.0,1,Low,0.15
2025-08-23 06:00:00,2.219,0.31,240.16,9.24,0.0,0.0,55.0,2.219,26.4,59.9,29.2,0.29,0.0,Moderate,6,5,Saturday,8,2025.0,1,Medium,0.5
2025-08-23 07:00:00,2.821,0.335,237.81,11.86,0.0,15.6,55.0,2.821,26.4,49.3,28.0,0.35,1.0,Moderate,7,5,Saturday,8,2025.0,1,Medium,0.5
2025-08-23 08:00:00,3.247,0.657,242.02,13.42,0.0,11.0,55.0,3.247,26.1,55.3,28.3,0.37,1.0,Moderate,8,5,Saturday,8,2025.0,1,High,0.85
2025-08-23 09:00:00,2.944,0.28,239.34,12.3,0.0,12.8,55.0,2.944,28.9,50.3,31.5,0.3,1.0,Moderate,9,5,Saturday,8,2025.0,1,High,0.85
2025-08-23 10:00:00,2.467,0.264,239.24,10.31,0.0,0.0,55.0,2.467,32.0,43.7,34.8,0.28,0.0,Moderate,10,5,Saturday,8,2025.0,1,Medium,0.5
2025-08-23 11:00:00,1.784,0.378,236.83,7.53,0.0,0.0,55.0,1.784,30.8,54.2,34.7,0.27,0.0,Moderate,11,5,Saturday,8,2025.0,1,Medium,0.5
2025-08-23 12:00:00,1.697,0.104,242.22,7.01,0.0,0.0,55.0,1.697,34.3,43.9,38.1,0.33,1.0,Moderate,12,5,Saturday,8,2025.0,1,Medium,0.5
2025-08-23 13:00:00,1.39,0.254,238.99,5.81,0.0,0.0,55.0,1.39,28.8,42.9,30.4,0.39,1.0,Moderate,13,5,Saturday,8,2025.0,1,Medium,0.5
2025-08-23 14:00:00,2.095,0.36,239.87,8.73,0.0,0.0,55.0,2.095,34.5,32.4,36.3,0.37,1.0,Moderate,14,5,Saturday,8,2025.0,1,Medium,0.5
2025-08-23 15:00:00,1.928,0.392,243.33,7.92,0.0,0.0,55.0,1.928,33.5,43.2,36.8,0.31,1.0,Moderate,15,5,Saturday,8,2025.0,1,Medium,0.5
2025-08-23 16:00:00,2.198,0.144,237.07,9.27,0.0,0.0,55.0,2.198,32.8,55.1,37.8,0.33,1.0,Moderate,16,5,Saturday,8,2025.0,1,Medium,0.5
2025-08-23 17:00:00,2.621,0.563,239.76,10.93,0.0,0.0,55.0,2.621,32.9,54.4,37.8,0.29,0.0,Moderate,17,5,Saturday,8,2025.0,1,Medium,0.5
2025-08-23 18:00:00,2.893,0.159,235.64,12.28,15.0,0.0,55.0,2.893,28.9,47.6,31.1,0.28,0.0,Moderate,18,5,Saturday,8,2025.0,1,High,0.85
2025-08-23 19:00:00,4.062,0.436,238.53,17.03,14.0,0.0,55.0,4.062,30.6,48.1,33.5,0.32,1.0,Moderate,19,5,Saturday,8,2025.0,1,High,0.85
2025-08-23 20:00:00,4.511,0.291,243.61,18.52,2.3,0.0,55.0,4.511,30.2,47.9,33.0,0.32,1.0,Moderate,20,5,Saturday,8,2025.0,1,High,0.85
2025-08-23 21:00:00,3.944,0.231,235.68,16.73,2.9,0.0,55.0,3.944,30.6,43.2,32.8,0.33,1.0,Moderate,21,5,Saturday,8,2025.0,1,High,0.85
2025-08-23 22:00:00,3.087,0.661,240.66,12.83,0.0,0.0,55.0,3.087,26.3,48.6,27.8,0.38,1.0,Moderate,22,5,Saturday,8,2025.0,1,High,0.85
2025-08-23 23:00:00,1.813,0.312,244.49,7.41,0.0,0.0,55.0,1.813,24.7,59.6,26.8,0.34,1.0,Moderate,23,5,Saturday,8,2025.0,1,Medium,0.5
2025-08-24 00:00:00,0.881,0.12,241.54,3.65,0.0,0.0,55.0,0.881,24.1,57.6,25.8,0.14,0.0,Low,0,6,Sunday,8,2025.0,1,Low,0.15
2025-08-24 01:00:00,1.051,0.072,238.37,4.41,0.0,0.0,55.0,1.051,25.4,55.4,27.3,0.14,0.0,Low,1,6,Sunday,8,2025.0,1,Low,0.15
2025-08-24 02:00:00,0.838,0.117,236.89,3.54,0.0,0.0,55.0,0.838,24.1,48.5,24.9,0.14,0.0,Low,2,6,Sunday,8,2025.0,1,Low,0.15
2025-08-24 03:00:00,1.063,0.111,234.6,4.53,0.0,0.0,55.0,1.063,22.6,56.8,23.7,0.14,0.0,Low,3,6,Sunday,8,2025.0,1,Low,0.15
2025-08-24 04:00:00,0.897,0.086,244.37,3.67,0.0,0.0,55.0,0.897,24.3,43.4,24.6,0.14,0.0,Low,4,6,Sunday,8,2025.0,1,Low,0.15
2025-08-24 05:00:00,1.098,0.17,238.82,4.6,0.0,0.0,55.0,1.098,24.2,59.2,26.1,0.14,0.0,Low,5,6,Sunday,8,2025.0,1,Low,0.15
2025-08-24 06:00:00,2.078,0.383,234.95,8.84,0.0,0.0,55.0,2.078,26.3,54.6,28.4,0.32,1.0,Moderate,6,6,Sunday,8,2025.0,1,Medium,0.5
2025-08-24 07:00:00,2.654,0.333,237.14,11.19,0.0,18.4,55.0,2.654,24.8,47.8,25.7,0.33,1.0,Moderate,7,6,Sunday,8,2025.0,1,Medium,0.5
2025-08-24 08:00:00,3.089,0.414,236.98,13.04,0.0,1.4,55.0,3.089,26.6,61.2,29.6,0.28,0.0,Moderate,8,6,Sunday,8,2025.0,1,High,0.85
2025-08-24 09:00:00,2.869,0.461,238.61,12.02,0.0,19.4,55.0,2.869,27.8,43.2,29.1,0.35,1.0,Moderate,9,6,Sunday,8,2025.0,1,Medium,0.5
2025-08-24 10:00:00,2.283,0.163,246.69,9.26,0.0,0.0,55.0,2.283,27.5,55.1,30.2,0.38,1.0,Moderate,10,6,Sunday,8,2025.0,1,Medium,0.5
2025-08-24 11:00:00,1.811,0.346,242.58,7.47,0.0,0.0,55.0,1.811,31.3,52.1,35.1,0.28,0.0,Moderate,11,6,Sunday,8,2025.0,1,Medium,0.5
2025-08-24 12:00:00,1.902,0.366,241.36,7.88,0.0,0.0,55.0,1.902,32.3,42.3,35.0,0.26,0.0,Moderate,12,6,Sunday,8,2025.0,1,Medium,0.5
2025-08-24 13:00:00,1.704,0.242,243.35,7.0,0.0,0.0,55.0,1.704,32.7,48.0,36.5,0.35,1.0,Moderate,13,6,Sunday,8,2025.0,1,Medium,0.5
2025-08-24 14:00:00,1.82,0.149,245.13,7.42,0.0,0.0,55.0,1.82,32.9,39.9,35.5,0.29,0.0,Moderate,14,6,Sunday,8,2025.0,1,Medium,0.5
2025-08-24 15:00:00,1.8,0.243,241.48,7.46,0.0,0.0,55.0,1.8,31.3,35.2,32.6,0.34,1.0,Moderate,15,6,Sunday,8,2025.0,1,Medium,0.5
2025-08-24 16:00:00,2.061,0.14,244.04,8.44,0.0,0.0,55.0,2.061,32.6,43.0,35.6,0.35,1.0,Moderate,16,6,Sunday,8,2025.0,1,Medium,0.5
2025-08-24 17:00:00,2.483,0.446,238.21,10.42,0.0,0.0,55.0,2.483,32.2,45.6,35.4,0.3,1.0,Moderate,17,6,Sunday,8,2025.0,1,Medium,0.5
2025-08-24 18:00:00,3.126,0.322,237.58,13.16,13.8,0.0,55.0,3.126,30.7,53.0,34.4,0.37,1.0,Moderate,18,6,Sunday,8,2025.0,1,High,0.85
2025-08-24 19:00:00,4.159,0.428,237.11,17.54,3.5,0.0,55.0,4.159,30.7,50.2,34.0,0.33,1.0,Moderate,19,6,Sunday,8,2025.0,1,High,0.85
2025-08-24 20:00:00,4.581,0.965,240.82,19.02,22.2,0.0,55.0,4.581,30.3,50.6,33.5,0.37,1.0,Moderate,20,6,Sunday,8,2025.0,1,High,0.85
2025-08-24 21:00:00,3.971,0.483,232.64,17.07,13.9,0.0,55.0,3.971,31.2,44.4,33.8,0.36,1.0,Moderate,21,6,Sunday,8,2025.0,1,High,0.85
2025-08-24 22:00:00,3.026,0.558,243.71,12.42,0.0,0.0,55.0,3.026,27.4,49.9,29.4,0.37,1.0,Moderate,22,6,Sunday,8,2025.0,1,High,0.85
2025-08-24 23:00:00,2.0,0.317,238.62,8.38,0.0,0.0,55.0,2.0,26.3,48.7,27.8,0.26,0.0,Moderate,23,6,Sunday,8,2025.0,1,Medium,0.5
2025-08-25 00:00:00,0.982,0.102,242.31,4.05,0.0,0.0,55.0,0.982,24.7,48.5,25.7,0.12,0.0,Low,0,0,Monday,8,2025.0,0,Low,0.15
2025-08-25 01:00:00,0.657,0.047,236.1,2.78,0.0,0.0,55.0,0.657,21.2,54.5,21.7,0.12,0.0,Low,1,0,Monday,8,2025.0,0,Low,0.15
2025-08-25 02:00:00,0.977,0.181,243.11,4.02,0.0,0.0,55.0,0.977,23.5,56.0,24.8,0.12,0.0,Low,2,0,Monday,8,2025.0,0,Low,0.15
2025-08-25 03:00:00,0.775,0.139,243.87,3.18,0.0,0.0,55.0,0.775,23.5,52.8,24.5,0.12,0.0,Low,3,0,Monday,8,2025.0,0,Low,0.15
2025-08-25 04:00:00,1.02,0.08,240.29,4.24,0.0,0.0,55.0,1.02,27.3,51.0,29.4,0.12,0.0,Low,4,0,Monday,8,2025.0,0,Low,0.15
2025-08-25 05:00:00,1.025,0.095,241.48,4.25,0.0,0.0,55.0,1.025,23.8,58.9,25.5,0.12,0.0,Low,5,0,Monday,8,2025.0,0,Low,0.15
2025-08-25 06:00:00,3.969,0.715,237.13,16.74,0.0,0.0,55.0,3.969,25.3,51.6,26.8,0.26,0.0,Moderate,6,0,Monday,8,2025.0,0,High,0.85
2025-08-25 07:00:00,2.62,0.569,240.13,10.91,0.0,1.0,55.0,2.62,25.8,47.1,26.9,0.26,0.0,Moderate,7,0,Monday,8,2025.0,0,High,0.85
2025-08-25 08:00:00,3.2,0.619,242.72,13.18,0.0,2.1,55.0,3.2,25.3,56.9,27.3,0.72,1.0,High,8,0,Monday,8,2025.0,0,High,0.85
2025-08-25 09:00:00,3.308,0.55,239.15,13.83,0.0,17.2,55.0,3.308,30.1,51.6,33.3,0.71,1.0,High,9,0,Monday,8,2025.0,0,High,0.85
2025-08-25 10:00:00,2.579,0.53,244.27,10.56,0.0,0.0,55.0,2.579,30.8,51.4,34.3,0.79,1.0,High,10,0,Monday,8,2025.0,0,Medium,0.5
2025-08-25 11:00:00,2.109,0.208,235.01,8.98,0.0,0.0,55.0,2.109,32.1,51.9,36.3,0.62,1.0,High,11,0,Monday,8,2025.0,0,Medium,0.5
2025-08-25 12:00:00,1.827,0.094,239.08,7.64,0.0,0.0,55.0,1.827,30.6,52.2,34.1,0.73,1.0,High,12,0,Monday,8,2025.0,0,Medium,0.5
2025-08-25 13:00:00,2.128,0.222,234.62,9.07,0.0,0.0,55.0,2.128,34.8,46.7,39.3,0.74,1.0,High,13,0,Monday,8,2025.0,0,Medium,0.5
2025-08-25 14:00:00,2.097,0.451,240.89,8.71,0.0,0.0,55.0,2.097,31.1,61.5,36.2,0.73,1.0,High,14,0,Monday,8,2025.0,0,Medium,0.5
2025-08-25 15:00:00,2.068,0.413,239.4,8.64,0.0,0.0,55.0,2.068,34.3,40.6,37.5,0.58,1.0,High,15,0,Monday,8,2025.0,0,Medium,0.5
2025-08-25 16:00:00,2.62,0.153,239.51,10.94,0.0,0.0,55.0,2.62,36.5,42.3,41.0,0.7,1.0,High,16,0,Monday,8,2025.0,0,Medium,0.5
2025-08-25 17:00:00,2.825,0.382,242.07,11.67,0.0,0.0,55.0,2.825,31.2,54.2,35.3,0.69,1.0,High,17,0,Monday,8,2025.0,0,Medium,0.5
2025-08-25 18:00:00,3.518,0.223,239.21,14.71,3.7,0.0,55.0,3.518,31.1,50.3,34.6,0.73,1.0,High,18,0,Monday,8,2025.0,0,High,0.85
2025-08-25 19:00:00,3.907,0.719,247.86,15.76,3.7,0.0,55.0,3.907,31.0,53.4,34.9,0.23,0.0,Moderate,19,0,Monday,8,2025.0,0,High,0.85
2025-08-25 20:00:00,3.918,0.444,242.26,16.17,5.7,0.0,55.0,3.918,28.9,52.1,31.7,0.26,0.0,Moderate,20,0,Monday,8,2025.0,0,High,0.85
2025-08-25 21:00:00,3.278,0.672,240.08,13.65,21.8,0.0,55.0,3.278,26.1,60.4,28.8,0.27,0.0,Moderate,21,0,Monday,8,2025.0,0,High,0.85
2025-08-25 22:00:00,2.972,0.176,238.11,12.48,0.0,0.0,55.0,2.972,27.2,47.6,28.8,0.24,0.0,Moderate,22,0,Monday,8,2025.0,0,High,0.85
2025-08-25 23:00:00,1.911,0.334,237.45,8.05,0.0,0.0,55.0,1.911,24.3,61.7,26.5,0.31,1.0,Moderate,23,0,Monday,8,2025.0,0,Medium,0.5
2025-08-26 00:00:00,0.963,0.114,241.22,3.99,0.0,0.0,55.0,0.963,25.6,59.8,28.1,0.12,0.0,Low,0,1,Tuesday,8,2025.0,0,Low,0.15
2025-08-26 01:00:00,0.758,0.072,238.53,3.18,0.0,0.0,55.0,0.758,22.7,50.2,23.3,0.12,0.0,Low,1,1,Tuesday,8,2025.0,0,Low,0.15
2025-08-26 02:00:00,1.029,0.142,242.77,4.24,0.0,0.0,55.0,1.029,25.9,56.8,28.1,0.12,0.0,Low,2,1,Tuesday,8,2025.0,0,Low,0.15
2025-08-26 03:00:00,0.692,0.092,239.77,2.89,0.0,0.0,55.0,0.692,22.2,56.4,23.2,0.12,0.0,Low,3,1,Tuesday,8,2025.0,0,Low,0.15
2025-08-26 04:00:00,0.669,0.073,239.78,2.79,0.0,0.0,55.0,0.669,23.1,52.9,24.0,0.12,0.0,Low,4,1,Tuesday,8,2025.0,0,Low,0.15
2025-08-26 05:00:00,1.397,0.224,240.32,5.81,0.0,0.0,55.0,1.397,25.3,44.7,26.0,0.12,0.0,Low,5,1,Tuesday,8,2025.0,0,Low,0.15
2025-08-26 06:00:00,1.605,0.261,239.57,6.7,0.0,0.0,55.0,1.605,23.0,50.9,23.7,0.23,0.0,Moderate,6,1,Tuesday,8,2025.0,0,Medium,0.5
2025-08-26 07:00:00,2.646,0.167,240.78,10.99,0.0,16.6,55.0,2.646,26.2,57.0,28.6,0.31,1.0,Moderate,7,1,Tuesday,8,2025.0,0,High,0.85
2025-08-26 08:00:00,3.778,0.571,245.79,15.37,0.0,4.5,55.0,3.778,29.1,55.2,32.4,0.71,1.0,High,8,1,Tuesday,8,2025.0,0,High,0.85
2025-08-26 09:00:00,2.824,0.482,241.51,11.69,0.0,2.7,55.0,2.824,26.0,52.6,27.8,0.68,1.0,High,9,1,Tuesday,8,2025.0,0,High,0.85
2025-08-26 10:00:00,2.585,0.163,241.19,10.72,0.0,0.0,55.0,2.585,30.0,54.5,33.6,0.66,1.0,High,10,1,Tuesday,8,2025.0,0,Medium,0.5
2025-08-26 11:00:00,4.252,0.689,242.2,17.56,0.0,0.0,55.0,4.252,31.3,54.1,35.4,0.7,1.0,High,11,1,Tuesday,8,2025.0,0,High,0.85
