Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3;Temperature_C;Humidity_pct;Occupancy_Ratio
22/08/2025;22:00:00;2.939;0.516;236.49;12.43;0.0;0.0;55.0;28.6;44.4;0.25
22/08/2025;23:00:00;1.773;0.371;236.5;7.5;0.0;0.0;55.0;25.2;56.2;0.33
23/08/2025;00:00:00;4.668;0.234;243.66;19.16;0.0;0.0;55.0;24.6;52.8;0.14
23/08/2025;01:00:00;0.944;0.104;244.69;3.86;0.0;0.0;55.0;22.4;60.1;0.14
23/08/2025;02:00:00;0.784;0.089;237.08;3.31;0.0;0.0;55.0;21.8;60.9;0.14
23/08/2025;03:00:00;0.974;0.054;237.63;4.1;0.0;0.0;55.0;24.6;52.0;0.14
23/08/2025;04:00:00;1.171;0.221;241.53;4.85;0.0;0.0;55.0;25.6;57.0;0.14
23/08/2025;05:00:00;1.256;0.21;240.14;5.23;0.0;0.0;55.0;24.0;51.1;0.14
23/08/2025;06:00:00;2.219;0.31;240.16;9.24;0.0;0.0;55.0;26.4;59.9;0.29
23/08/2025;07:00:00;2.821;0.335;237.81;11.86;0.0;15.6;55.0;26.4;49.3;0.35
23/08/2025;08:00:00;3.247;0.657;242.02;13.42;0.0;11.0;55.0;26.1;55.3;0.37
23/08/2025;09:00:00;2.944;0.28;239.34;12.3;0.0;12.8;55.0;28.9;50.3;0.3
23/08/2025;10:00:00;2.467;0.264;239.24;10.31;0.0;0.0;55.0;32.0;43.7;0.28
23/08/2025;11:00:00;1.784;0.378;236.83;7.53;0.0;0.0;55.0;30.8;54.2;0.27
23/08/2025;12:00:00;1.697;0.104;242.22;7.01;0.0;0.0;55.0;34.3;43.9;0.33
23/08/2025;13:00:00;1.39;0.254;238.99;5.81;0.0;0.0;55.0;28.8;42.9;0.39
23/08/2025;14:00:00;2.095;0.36;239.87;8.73;0.0;0.0;55.0;34.5;32.4;0.37
23/08/2025;15:00:00;1.928;0.392;243.33;7.92;0.0;0.0;55.0;33.5;43.2;0.31
23/08/2025;16:00:00;2.198;0.144;237.07;9.27;0.0;0.0;55.0;32.8;55.1;0.33
23/08/2025;17:00:00;2.621;0.563;239.76;10.93;0.0;0.0;55.0;32.9;54.4;0.29
23/08/2025;18:00:00;2.893;0.159;235.64;12.28;15.0;0.0;55.0;28.9;47.6;0.28
23/08/2025;19:00:00;4.062;0.436;238.53;17.03;14.0;0.0;55.0;30.6;48.1;0.32
23/08/2025;20:00:00;4.511;0.291;243.61;18.52;2.3;0.0;55.0;30.2;47.9;0.32
23/08/2025;21:00:00;3.944;0.231;235.68;16.73;2.9;0.0;55.0;30.6;43.2;0.33
23/08/2025;22:00:00;3.087;0.661;240.66;12.83;0.0;0.0;55.0;26.3;48.6;0.38
23/08/2025;23:00:00;1.813;0.312;244.49;7.41;0.0;0.0;55.0;24.7;59.6;0.34
24/08/2025;00:00:00;0.881;0.12;241.54;3.65;0.0;0.0;55.0;24.1;57.6;0.14
24/08/2025;01:00:00;1.051;0.072;238.37;4.41;0.0;0.0;55.0;25.4;55.4;0.14
24/08/2025;02:00:00;0.838;0.117;236.89;3.54;0.0;0.0;55.0;24.1;48.5;0.14
24/08/2025;03:00:00;1.063;0.111;234.6;4.53;0.0;0.0;55.0;22.6;56.8;0.14
24/08/2025;04:00:00;0.897;0.086;244.37;3.67;0.0;0.0;55.0;24.3;43.4;0.14
24/08/2025;05:00:00;1.098;0.17;238.82;4.6;0.0;0.0;55.0;24.2;59.2;0.14
24/08/2025;06:00:00;2.078;0.383;234.95;8.84;0.0;0.0;55.0;26.3;54.6;0.32
24/08/2025;07:00:00;2.654;0.333;237.14;11.19;0.0;18.4;55.0;24.8;47.8;0.33
24/08/2025;08:00:00;3.089;0.414;236.98;13.04;0.0;1.4;55.0;26.6;61.2;0.28
24/08/2025;09:00:00;2.869;0.461;238.61;12.02;0.0;19.4;55.0;27.8;43.2;0.35
24/08/2025;10:00:00;2.283;0.163;246.69;9.26;0.0;0.0;55.0;27.5;55.1;0.38
24/08/2025;11:00:00;1.811;0.346;242.58;7.47;0.0;0.0;55.0;31.3;52.1;0.28
24/08/2025;12:00:00;1.902;0.366;241.36;7.88;0.0;0.0;55.0;32.3;42.3;0.26
24/08/2025;13:00:00;1.704;0.242;243.35;7.0;0.0;0.0;55.0;32.7;48.0;0.35
24/08/2025;14:00:00;1.82;0.149;245.13;7.42;0.0;0.0;55.0;32.9;39.9;0.29
24/08/2025;15:00:00;1.8;0.243;241.48;7.46;0.0;0.0;55.0;31.3;35.2;0.34
24/08/2025;16:00:00;2.061;0.14;244.04;8.44;0.0;0.0;55.0;32.6;43.0;0.35
24/08/2025;17:00:00;2.483;0.446;238.21;10.42;0.0;0.0;55.0;32.2;45.6;0.3
24/08/2025;18:00:00;3.126;0.322;237.58;13.16;13.8;0.0;55.0;30.7;53.0;0.37
24/08/2025;19:00:00;4.159;0.428;237.11;17.54;3.5;0.0;55.0;30.7;50.2;0.33
24/08/2025;20:00:00;4.581;0.965;240.82;19.02;22.2;0.0;55.0;30.3;50.6;0.37
24/08/2025;21:00:00;3.971;0.483;232.64;17.07;13.9;0.0;55.0;31.2;44.4;0.36
24/08/2025;22:00:00;3.026;0.558;243.71;12.42;0.0;0.0;55.0;27.4;49.9;0.37
24/08/2025;23:00:00;2.0;0.317;238.62;8.38;0.0;0.0;55.0;26.3;48.7;0.26
25/08/2025;00:00:00;0.982;0.102;242.31;4.05;0.0;0.0;55.0;24.7;48.5;0.12
25/08/2025;01:00:00;0.657;0.047;236.1;2.78;0.0;0.0;55.0;21.2;54.5;0.12
25/08/2025;02:00:00;0.977;0.181;243.11;4.02;0.0;0.0;55.0;23.5;56.0;0.12
25/08/2025;03:00:00;0.775;0.139;243.87;3.18;0.0;0.0;55.0;23.5;52.8;0.12
25/08/2025;04:00:00;1.02;0.08;240.29;4.24;0.0;0.0;55.0;27.3;51.0;0.12
25/08/2025;05:00:00;1.025;0.095;241.48;4.25;0.0;0.0;55.0;23.8;58.9;0.12
25/08/2025;06:00:00;3.969;0.715;237.13;16.74;0.0;0.0;55.0;25.3;51.6;0.26
25/08/2025;07:00:00;2.62;0.569;240.13;10.91;0.0;1.0;55.0;25.8;47.1;0.26
25/08/2025;08:00:00;3.2;0.619;242.72;13.18;0.0;2.1;55.0;25.3;56.9;0.72
25/08/2025;09:00:00;3.308;0.55;239.15;13.83;0.0;17.2;55.0;30.1;51.6;0.71
25/08/2025;10:00:00;2.579;0.53;244.27;10.56;0.0;0.0;55.0;30.8;51.4;0.79
25/08/2025;11:00:00;2.109;0.208;235.01;8.98;0.0;0.0;55.0;32.1;51.9;0.62
25/08/2025;12:00:00;1.827;0.094;239.08;7.64;0.0;0.0;55.0;30.6;52.2;0.73
25/08/2025;13:00:00;2.128;0.222;234.62;9.07;0.0;0.0;55.0;34.8;46.7;0.74
25/08/2025;14:00:00;2.097;0.451;240.89;8.71;0.0;0.0;55.0;31.1;61.5;0.73
25/08/2025;15:00:00;2.068;0.413;239.4;8.64;0.0;0.0;55.0;34.3;40.6;0.58
25/08/2025;16:00:00;2.62;0.153;239.51;10.94;0.0;0.0;55.0;36.5;42.3;0.7
25/08/2025;17:00:00;2.825;0.382;242.07;11.67;0.0;0.0;55.0;31.2;54.2;0.69
25/08/2025;18:00:00;3.518;0.223;239.21;14.71;3.7;0.0;55.0;31.1;50.3;0.73
25/08/2025;19:00:00;3.907;0.719;247.86;15.76;3.7;0.0;55.0;31.0;53.4;0.23
25/08/2025;20:00:00;3.918;0.444;242.26;16.17;5.7;0.0;55.0;28.9;52.1;0.26
25/08/2025;21:00:00;3.278;0.672;240.08;13.65;21.8;0.0;55.0;26.1;60.4;0.27
25/08/2025;22:00:00;2.972;0.176;238.11;12.48;0.0;0.0;55.0;27.2;47.6;0.24
25/08/2025;23:00:00;1.911;0.334;237.45;8.05;0.0;0.0;55.0;24.3;61.7;0.31
26/08/2025;00:00:00;0.963;0.114;241.22;3.99;0.0;0.0;55.0;25.6;59.8;0.12
26/08/2025;01:00:00;0.758;0.072;238.53;3.18;0.0;0.0;55.0;22.7;50.2;0.12
26/08/2025;02:00:00;1.029;0.142;242.77;4.24;0.0;0.0;55.0;25.9;56.8;0.12
26/08/2025;03:00:00;0.692;0.092;239.77;2.89;0.0;0.0;55.0;22.2;56.4;0.12
26/08/2025;04:00:00;0.669;0.073;239.78;2.79;0.0;0.0;55.0;23.1;52.9;0.12
26/08/2025;05:00:00;1.397;0.224;240.32;5.81;0.0;0.0;55.0;25.3;44.7;0.12
26/08/2025;06:00:00;1.605;0.261;239.57;6.7;0.0;0.0;55.0;23.0;50.9;0.23
26/08/2025;07:00:00;2.646;0.167;240.78;10.99;0.0;16.6;55.0;26.2;57.0;0.31
26/08/2025;08:00:00;3.778;0.571;245.79;15.37;0.0;4.5;55.0;29.1;55.2;0.71
26/08/2025;09:00:00;2.824;0.482;241.51;11.69;0.0;2.7;55.0;26.0;52.6;0.68
26/08/2025;10:00:00;2.585;0.163;241.19;10.72;0.0;0.0;55.0;30.0;54.5;0.66
26/08/2025;11:00:00;4.252;0.689;242.2;17.56;0.0;0.0;55.0;31.3;54.1;0.7
26/08/2025;12:00:00;2.158;0.403;239.7;9.0;0.0;0.0;55.0;33.1;48.7;0.72
26/08/2025;13:00:00;1.858;0.356;237.3;7.83;0.0;0.0;55.0;30.9;46.1;0.64
26/08/2025;14:00:00;2.103;0.12;231.55;9.08;0.0;0.0;55.0;31.2;51.6;0.8
26/08/2025;15:00:00;2.343;0.395;234.26;10.0;0.0;0.0;55.0;34.2;49.5;0.64
26/08/2025;16:00:00;2.381;0.442;242.09;9.83;0.0;0.0;55.0;33.7;50.8;0.72
26/08/2025;17:00:00;3.074;0.361;241.03;12.76;0.0;0.0;55.0;33.1;52.2;0.76
26/08/2025;18:00:00;3.627;0.516;239.59;15.14;0.2;0.0;55.0;32.4;41.6;0.62
26/08/2025;19:00:00;3.613;0.344;246.61;14.65;7.7;0.0;55.0;29.9;48.0;0.26
26/08/2025;20:00:00;3.949;0.406;239.9;16.46;1.2;0.0;55.0;30.0;40.9;0.26
26/08/2025;21:00:00;3.501;0.474;233.39;15.0;15.6;0.0;55.0;28.8;55.1;0.26
26/08/2025;22:00:00;2.642;0.2;242.1;10.91;0.0;0.0;55.0;26.0;52.5;0.3
26/08/2025;23:00:00;2.029;0.229;243.25;8.34;0.0;0.0;55.0;28.7;53.6;0.28
27/08/2025;00:00:00;1.075;0.109;242.02;4.44;0.0;0.0;55.0;25.6;46.6;0.12
27/08/2025;01:00:00;0.472;0.043;243.29;1.94;0.0;0.0;55.0;22.3;63.6;0.12
27/08/2025;02:00:00;0.817;0.108;235.07;3.47;0.0;0.0;55.0;24.5;48.8;0.12
27/08/2025;03:00:00;0.697;0.134;240.27;2.9;0.0;0.0;55.0;21.9;60.7;0.12
27/08/2025;04:00:00;1.123;0.102;237.68;4.72;0.0;0.0;55.0;24.7;55.2;0.12
27/08/2025;05:00:00;1.178;0.191;241.46;4.88;0.0;0.0;55.0;25.8;52.8;0.12
27/08/2025;06:00:00;1.708;0.159;244.26;6.99;0.0;0.0;55.0;23.6;54.1;0.23
27/08/2025;07:00:00;2.704;0.201;238.97;11.32;0.0;19.1;55.0;27.3;49.3;0.31
27/08/2025;08:00:00;3.461;0.728;241.82;14.31;0.0;8.4;55.0;27.7;58.7;0.61
27/08/2025;09:00:00;3.16;0.498;237.55;13.3;0.0;2.0;55.0;29.6;50.8;0.58
27/08/2025;10:00:00;2.836;0.192;239.95;11.82;0.0;0.0;55.0;32.5;42.0;0.69
27/08/2025;11:00:00;1.989;0.313;238.56;8.34;0.0;0.0;55.0;30.5;48.1;0.66
27/08/2025;12:00:00;1.769;0.142;245.04;7.22;0.0;0.0;55.0;30.8;50.4;0.67
27/08/2025;13:00:00;2.031;0.408;236.98;8.57;0.0;0.0;55.0;31.4;53.8;0.78
27/08/2025;14:00:00;1.905;0.175;240.25;7.93;0.0;0.0;55.0;32.0;45.8;0.67
27/08/2025;15:00:00;2.107;0.394;243.83;8.64;0.0;0.0;55.0;33.3;45.1;0.61
27/08/2025;16:00:00;2.457;0.206;234.55;10.47;0.0;0.0;55.0;33.7;47.5;0.68
27/08/2025;17:00:00;3.076;0.446;241.21;12.75;0.0;0.0;55.0;33.1;52.3;0.78
27/08/2025;18:00:00;3.573;0.733;240.31;14.87;9.2;0.0;55.0;33.2;41.0;0.59
27/08/2025;19:00:00;3.619;0.363;238.09;15.2;8.6;0.0;55.0;30.9;52.2;0.23
27/08/2025;20:00:00;4.01;0.256;243.41;16.48;0.0;0.0;55.0;31.9;46.6;0.32
27/08/2025;21:00:00;3.697;0.532;244.8;15.1;22.0;0.0;55.0;28.0;50.4;0.26
27/08/2025;22:00:00;2.855;0.226;241.84;11.81;0.0;0.0;55.0;31.2;59.5;0.24
27/08/2025;23:00:00;1.969;0.342;239.17;8.23;0.0;0.0;55.0;26.8;52.0;0.28
28/08/2025;00:00:00;0.899;0.135;235.95;3.81;0.0;0.0;55.0;23.6;59.3;0.12
28/08/2025;01:00:00;0.929;0.101;240.5;3.86;0.0;0.0;55.0;22.5;60.0;0.12
28/08/2025;02:00:00;0.857;0.146;239.57;3.58;0.0;0.0;55.0;24.3;49.1;0.12
28/08/2025;03:00:00;0.791;0.072;239.74;3.3;0.0;0.0;55.0;23.1;46.7;0.12
28/08/2025;04:00:00;0.853;0.176;238.61;3.58;0.0;0.0;55.0;24.6;58.8;0.12
28/08/2025;05:00:00;1.177;0.128;238.36;4.94;0.0;0.0;55.0;24.8;49.2;0.12
28/08/2025;06:00:00;1.691;0.304;240.08;7.04;0.0;0.0;55.0;24.7;46.3;0.34
28/08/2025;07:00:00;2.359;0.222;236.55;9.97;0.0;16.8;55.0;24.6;59.8;0.25
28/08/2025;08:00:00;3.187;0.547;242.9;13.12;0.0;18.1;55.0;24.8;49.4;0.59
28/08/2025;09:00:00;3.054;0.169;237.86;12.84;0.0;12.4;55.0;27.7;48.4;0.76
28/08/2025;10:00:00;2.698;0.27;240.31;11.23;0.0;0.0;55.0;31.0;59.5;0.66
28/08/2025;11:00:00;2.096;0.138;239.09;8.77;0.0;0.0;55.0;31.2;41.1;0.67
28/08/2025;12:00:00;1.651;0.209;241.82;6.83;0.0;0.0;55.0;30.1;44.1;0.65
28/08/2025;13:00:00;2.209;0.274;241.67;9.14;0.0;0.0;55.0;33.0;45.7;0.72
28/08/2025;14:00:00;1.943;0.216;241.42;8.05;0.0;0.0;55.0;33.8;46.2;0.66
28/08/2025;15:00:00;1.974;0.428;236.73;8.34;0.0;0.0;55.0;32.1;44.3;0.66
28/08/2025;16:00:00;2.318;0.212;239.46;9.68;0.0;0.0;55.0;33.5;41.8;0.61
28/08/2025;17:00:00;2.98;0.55;244.49;12.19;0.0;0.0;55.0;32.8;55.7;0.73
28/08/2025;18:00:00;3.229;0.407;239.04;13.51;14.8;0.0;55.0;30.2;51.5;0.65
28/08/2025;19:00:00;3.665;0.392;242.94;15.09;2.3;0.0;55.0;31.4;52.2;0.27
28/08/2025;20:00:00;4.035;0.341;239.97;16.81;23.3;0.0;55.0;30.5;49.3;0.29
28/08/2025;21:00:00;3.638;0.574;239.13;15.21;18.7;0.0;55.0;30.0;51.8;0.27
28/08/2025;22:00:00;2.785;0.297;240.52;11.58;0.0;0.0;55.0;28.7;56.1;0.24
28/08/2025;23:00:00;1.805;0.34;237.67;7.59;0.0;0.0;55.0;23.8;50.4;0.28
29/08/2025;00:00:00;0.668;0.143;242.52;2.75;0.0;0.0;55.0;23.5;57.0;0.12
29/08/2025;01:00:00;0.716;0.063;237.61;3.01;0.0;0.0;55.0;24.8;58.0;0.12
29/08/2025;02:00:00;1.14;0.082;241.55;4.72;0.0;0.0;55.0;24.3;62.7;0.12
29/08/2025;03:00:00;0.889;0.092;243.02;3.66;0.0;0.0;55.0;24.2;64.8;0.12
29/08/2025;04:00:00;1.356;0.175;241.19;5.62;0.0;0.0;55.0;29.3;51.3;0.12
29/08/2025;05:00:00;1.079;0.109;238.41;4.53;0.0;0.0;55.0;24.9;60.2;0.12
29/08/2025;06:00:00;2.028;0.436;240.52;8.43;0.0;0.0;55.0;26.6;39.8;0.27
29/08/2025;07:00:00;2.646;0.483;237.94;11.12;0.0;19.5;55.0;27.3;60.3;0.3
29/08/2025;08:00:00;3.11;0.666;239.41;12.99;0.0;2.6;55.0;28.1;48.3;0.7
29/08/2025;09:00:00;2.938;0.333;238.53;12.32;0.0;12.0;55.0;27.9;50.9;0.61
29/08/2025;10:00:00;2.534;0.258;237.87;10.65;0.0;0.0;55.0;30.8;51.9;0.65
29/08/2025;11:00:00;2.003;0.239;241.77;8.29;0.0;0.0;55.0;29.7;49.8;0.7
29/08/2025;12:00:00;1.922;0.267;242.76;7.92;0.0;0.0;55.0;31.6;50.1;0.66
29/08/2025;13:00:00;1.848;0.325;242.95;7.61;0.0;0.0;55.0;32.0;56.7;0.64
29/08/2025;14:00:00;1.907;0.381;240.68;7.92;0.0;0.0;55.0;33.3;45.8;0.58
29/08/2025;15:00:00;2.452;0.316;244.11;10.04;0.0;0.0;55.0;36.9;39.5;0.74
29/08/2025;16:00:00;1.906;0.189;238.1;8.0;0.0;0.0;55.0;30.4;59.1;0.61
29/08/2025;17:00:00;2.725;0.284;243.6;11.19;0.0;0.0;55.0;33.8;50.0;0.76
29/08/2025;18:00:00;3.257;0.549;242.55;13.43;22.1;0.0;55.0;29.5;60.4;0.66
29/08/2025;19:00:00;3.721;0.545;240.11;15.5;5.2;0.0;55.0;30.2;54.6;0.31
29/08/2025;20:00:00;4.166;0.553;240.62;17.32;1.8;0.0;55.0;31.3;42.7;0.27
29/08/2025;21:00:00;3.531;0.298;242.9;14.54;15.5;0.0;55.0;28.5;54.8;0.3
29/08/2025;22:00:00;2.483;0.494;241.85;10.27;0.0;0.0;55.0;25.5;49.1;0.29
29/08/2025;23:00:00;1.621;0.296;240.73;6.73;0.0;0.0;55.0;24.8;54.6;0.27
30/08/2025;00:00:00;3.114;0.23;238.74;13.04;0.0;0.0;55.0;25.9;53.3;0.14
30/08/2025;01:00:00;0.838;0.094;237.41;3.53;0.0;0.0;55.0;23.0;47.9;0.14
30/08/2025;02:00:00;1.035;0.147;240.3;4.31;0.0;0.0;55.0;23.9;51.2;0.14
30/08/2025;03:00:00;0.842;0.107;236.8;3.55;0.0;0.0;55.0;23.5;66.7;0.14
30/08/2025;04:00:00;0.671;0.079;242.05;2.77;0.0;0.0;55.0;22.6;57.5;0.14
30/08/2025;05:00:00;1.307;0.225;235.03;5.56;0.0;0.0;55.0;27.3;51.7;0.14
30/08/2025;06:00:00;1.888;0.112;240.86;7.84;0.0;0.0;55.0;25.8;62.8;0.29
30/08/2025;07:00:00;2.549;0.332;239.22;10.65;0.0;16.2;55.0;22.9;54.1;0.34
30/08/2025;08:00:00;3.452;0.326;238.77;14.46;0.0;17.7;55.0;27.4;52.0;0.27
30/08/2025;09:00:00;3.133;0.202;239.23;13.1;0.0;0.1;55.0;27.4;57.4;0.37
30/08/2025;10:00:00;2.441;0.315;231.93;10.53;0.0;0.0;55.0;31.0;47.6;0.37
30/08/2025;11:00:00;1.793;0.142;238.76;7.51;0.0;0.0;55.0;29.7;46.9;0.34
30/08/2025;12:00:00;1.598;0.15;237.57;6.73;0.0;0.0;55.0;31.8;37.7;0.32
30/08/2025;13:00:00;1.633;0.222;237.61;6.87;0.0;0.0;55.0;33.5;42.9;0.38
30/08/2025;14:00:00;2.143;0.462;248.74;8.62;0.0;0.0;55.0;34.5;42.1;0.37
30/08/2025;15:00:00;1.473;0.245;236.11;6.24;0.0;0.0;55.0;31.6;49.9;0.32
30/08/2025;16:00:00;1.906;0.186;241.11;7.91;0.0;0.0;55.0;32.7;45.2;0.35
30/08/2025;17:00:00;2.815;0.324;237.77;11.84;0.0;0.0;55.0;32.0;59.6;0.33
30/08/2025;18:00:00;3.329;0.396;237.45;14.02;17.3;0.0;55.0;30.9;44.4;0.33
30/08/2025;19:00:00;4.164;0.317;236.23;17.63;19.0;0.0;55.0;33.5;54.6;0.3
30/08/2025;20:00:00;4.474;0.346;243.16;18.4;15.8;0.0;55.0;30.3;51.3;0.32
30/08/2025;21:00:00;6.001;0.451;243.37;24.66;9.2;0.0;55.0;26.5;57.2;0.26
30/08/2025;22:00:00;2.944;0.408;238.26;12.35;0.0;0.0;55.0;28.5;55.4;0.3
30/08/2025;23:00:00;2.315;0.381;242.55;9.54;0.0;0.0;55.0;29.1;40.0;0.35
31/08/2025;00:00:00;1.168;0.176;237.1;4.93;0.0;0.0;55.0;26.4;53.2;0.14
31/08/2025;01:00:00;0.612;0.132;238.88;2.56;0.0;0.0;55.0;21.8;55.7;0.14
31/08/2025;02:00:00;0.812;0.058;241.9;3.36;0.0;0.0;55.0;22.8;50.5;0.14
31/08/2025;03:00:00;1.153;0.251;237.2;4.86;0.0;0.0;55.0;25.3;56.5;0.14
31/08/2025;04:00:00;0.523;0.068;237.93;2.2;0.0;0.0;55.0;22.5;65.0;0.14
31/08/2025;05:00:00;1.168;0.102;240.07;4.86;0.0;0.0;55.0;24.7;41.3;0.14
31/08/2025;06:00:00;2.014;0.424;240.1;8.39;0.0;0.0;55.0;26.0;50.9;0.26
